Date,Subject ID,Subject Number,Birthday,Age,Age Group,Gender,Experimenter,Order,Format,Comb,Shoe,Chalk,Fork,Format,Cup,Shirt,Scissors,Button,Format,Book,Bowl,Box,Shorts,Format,Ball,Toothbrush,Sweater,Pencil,Household Adults,Household Children,Caregiver Relationship,Caregiver Education,Maternal Education,Caregiver #1 Relationship,Caregiver #1 Gender,Caregiver #1 Hours with Child,Caregiver #1 Languages,Caregiver #2 Relationship,Caregiver #2 Gender,Caregiver #2 Hours with Child,Caregiver #2 Languages,Caregiver #3 Relationship,Caregiver #3 Gender,Caregiver #3 Hours with Child,Caregiver #3 Languages,Caregiver #4 Relationship,Caregiver #4 Gender,Caregiver #4 Hours with Child,Caregiver #4 Languages,Picture Freq,Play Freq,Talk Freq,Draw Freq,Other Draw Freq,Other Draw Materials,Picture Books?,Picture Book Number,Drawing Materials?,Drawing Number,Posters?,Poster Number,TVs?,TV Number,Toys?,Toy Number,Attend school/daycare?,Years in school/daycare
8/29/2024,S57EG,56,8/30/2016,7.98,7,F,Joab,7,obj,Comb,Shoe,Crayon,Fork,bw,Cup,Shirt,Scissors,Button,cartoon,Book,Bowl,Box,Remote,photo,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,5,5,Mother,F,8,"80% Swahili, 20% Luo",Father,M,4,"80% Swahili, 20% Luo",,,,,,,,,1,4,4,3,1,none,1,2,1,4,1,2,1,2,1,4,1,5
8/29/2024,S58LB,57,9/27/2016,7.926027397,7,M,Joab,8,obj,Comb,Shoe,Chalk,Necklace,bw,Cup,Shirt,Scissors,Stone,cartoon,Book,Bowl,Box,Remote,photo,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,5,5,Mother,F,4,"50% Swahili, 50% English",Father,M,2,"50% Swahili, 50% English",,,,,,,,,5,5,3,5,1,none,1,3,1,4,1,5,1,1,1,8,1,5
8/29/2024,S59MT,58,8/31/2016,7.99,7,F,Joab,8,obj,Comb,Shoe,Chalk,Necklace,bw,Cup,Shirt,Scissors,Shovel,cartoon,Book,Bowl,Basket,Clock,photo,Ball,Toothbrush,Sweater,Pencil,2,2,Mother,5,5,Mother,F,3,"97% Swahili, 3% English",Father,M,2,"95% Swahili, 5% English",Grandmother,F,4,"80% Swahili, 20% Luo",,,,,4,2,5,5,4,eyeliner pencil,1,4,1,6,1,4,1,1,1,3,1,6
8/29/2024,S60FI,59,7/25/2018,6.101369863,6,M,Joab,8,obj,Comb,Shoe,Handkerchief,Necklace,bw,Cup,Shirt,Scissors,Shovel,cartoon,Paper,Bowl,Basket,Remote,photo,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,3,3,Mother,F,5,100% Swahili,Father,M,3,100% Swahili,Aunt,F,1,100% Swahili,Grandmother,F,1,100% Swahili,2,3,5,5,2,stick,1,3,1,4,1,3,1,1,1,10,1,4
8/29/2024,S61HI,60,3/27/2018,6.430136986,6,M,Joab,8,obj,Comb,Shoe,Chalk,Necklace,bw,Bottle,Shirt,Scissors,Button,cartoon,Book,Plate,Box,Clock,photo,Ball,Bead,Sweater,Pencil,2,4,Mother,1,1,Mother,F,4,100% Swahili,Father,M,1,100% Swahili,,,,,,,,,4,5,5,4,2,watercolors,1,6,1,7,1,2,1,1,1,12,1,4
8/29/2024,S62BO,61,2/2/2018,6.575342466,6,M,Joab,8,obj,Comb,Shoe,Chalk,Fork,bw,Cup,Shirt,Scissors,Shovel,cartoon,Book,Plate,Box,Shorts,photo,Ball,Toothbrush,Sweater,Pencil,2,2,Mother,3,3,Mother,F,6,"80% Swahili, 10% Luo, 10% English",Father,M,3,"80% Swahili, 15% Luo, 5% English",,,,,,,,,2,4,4,3,1,none,1,2,1,13,0,0,1,1,1,2,1,4
8/29/2024,S63TL,62,10/17/2018,5.871232877,5,F,Joab,8,obj,Comb,Shoe,Chalk,Spoon,bw,Cup,Shirt,Scissors,Button,cartoon,Book,Bowl,Box,Clock,photo,Ball,Mirror,Sweater,Pencil,1,2,Mother,5,5,Mother,F,7,"80% Swahili, 20% Luo",Aunt,F,2,"80% Swahili, 20% Luo",,,,,,,,,2,2,4,4,4,stick,1,2,1,5,1,4,1,1,1,3,1,4
8/29/2024,S64NA,63,12/12/2016,7.717808219,7,F,Joab,8,obj,Comb,Shoe,Chalk,Fork,bw,Cup,Shirt,Scissors,Stick,cartoon,Book,Bowl,Box,Dress,photo,Ball,Toothbrush,Sweater,Pencil,2,2,Aunt,5,3,Mother,F,8,"80% Swahili, 20% Luo",Aunt,F,2,100% Swahili,Father,M,4,"50% Swahili, 50% Luo",Grandmother,F,8,"60% Luo, 40% Swahili",5,5,4,5,4,"stick, finger",1,2,1,10,1,5,1,1,1,20,1,5
8/29/2024,S65EP,64,12/8/2016,7.728767123,7,F,Joab,8,obj,Comb,Shoe,Handkerchief,Fork,bw,Cup,Shirt,Scissors,Shovel,cartoon,Book,Bowl,Box,Clock,photo,Ball,Toothbrush,Sweater,Pencil,5,3,Brother,3,1,Mother,F,2,"99% Swahili, 1% Luo",Father,M,2,100% Swahili,Sister,F,4,100% Swahili,Brother,M,4,"99% Swahili, 1% Luo",2,2,5,2,1,none,1,6,1,15,1,5,1,1,1,7,1,5
8/29/2024,S66JDN,65,10/16/2016,7.873972603,7,F,Joab,9,photo,Comb,Sock,Chalk,Fork,obj,Cup,Shirt,Scissors,Button,bw,Book,Bowl,Box,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,2,1,Mother,1,1,Mother,F,3,100% Swahili,,,,,,,,,,,,,4,4,4,5,1,none,1,4,1,8,1,2,0,0,1,10,1,5
8/29/2024,S67MH,66,4/25/2017,7.350684932,7,F,Joab,9,photo,Comb,Shoe,String,Fork,obj,Cup,Shirt,Scissors,Button,bw,Book,Plate,Basket,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,3,1,Mother,5,5,Mother,F,8,"50% Swahili, 50% Luo",Aunt,F,10,"60% Luo, 40% Swahili",,,,,,,,,4,5,4,5,5,"stick, charcoal, chalk",1,2,1,6,1,2,1,1,1,4,1,3
8/29/2024,S68BM,67,9/26/2017,6.928767123,6,F,Joab,9,photo,Comb,Shoe,Crayon,Necklace,obj,Cup,Shirt,Scissors,Button,bw,Paper,Bowl,Box,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,1,3,Mother,5,5,Mother,F,5,"80% Swahili, 20% English",,,,,,,,,,,,,2,2,4,4,2,stick,1,3,1,15,0,0,1,1,1,5,1,4
8/29/2024,S69TJ,68,2/28/2017,7.504109589,7,M,Joab,9,photo,Comb,Shoe,Chalk,Fork,obj,Cup,Shirt,Scissors,Button,bw,Book,Bowl,Bottle Cap,Clock,cartoon,Ball,Toothbrush,Sweater,Pencil,2,2,Mother,6,6,Mother,F,5,"50% English, 45% Swahili, 5% Luo",Nanny,F,6,100% Swahili,,,,,,,,,4,3,4,5,3,"stick, charcoal, chalk",1,5,1,20,1,3,1,1,1,5,1,5
8/29/2024,S70MJ,69,3/9/2017,7.479452055,7,F,Joab,9,photo,Comb,Shoe,Chalk,Necklace,obj,Cup,Shirt,Scissors,Button,bw,Paper,Bowl,Box,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,1,1,Mother,F,3,"80% Swahili, 20% Luo",Sister,F,3,100% Swahili,,,,,,,,,2,3,4,5,2,"charcoal, chalk",1,5,1,24,1,5,1,1,1,4,1,5
8/29/2024,S71AB,70,7/2/2017,7.164383562,7,F,Joab,9,photo,Comb,Shoe,Chalk,Necklace,obj,Cup,Shirt,Scissors,Button,bw,Book,Plate,Bottle Cap,Clock,cartoon,Ball,Mirror,Sweater,Pencil,3,2,Sister,3,3,Mother,F,6,100% Swahili,Sister,F,6,100% Swahili,Father,M,3,100% Swahili,,,,,5,5,5,5,2,watercolors,1,3,1,5,1,3,1,1,1,4,1,4
8/29/2024,S72TG,71,5/18/2019,5.287671233,5,F,Joab,9,photo,Comb,Shoe,Chalk,Straw,obj,Cup,Shirt,Scissors,Stone,bw,Paper,Bowl,Box,Remote,cartoon,Ball,Mirror,Sweater,Pencil,2,3,Mother,5,5,Mother,F,5,"50% Swahili, 50% English",Grandmother,F,5,100% Swahili,,,,,,,,,5,5,5,5,3,"chalk, watercolors",1,6,1,5,1,3,0,0,1,12,1,3
8/29/2024,S73AE,72,5/13/2017,7.301369863,7,M,Joab,9,photo,Comb,Shoe,Chalk,Fork,obj,Cup,Shirt,Scissors,Button,bw,Book,Bowl,Box,Remote,cartoon,Ball,Mirror,Sweater,Pencil,2,4,Mother,1,1,Mother,F,5,"60% Luo, 40% Swahili",Father,M,3,"60% Luo, 40% Swahili",Aunt,F,2,"60% Luo, 40% Swahili",,,,,2,3,3,4,4,"charcoal, stone, cassava",1,6,1,7,1,2,1,1,1,3,1,5
8/29/2024,S74HM,73,7/15/2017,7.128767123,7,F,Joab,10,photo,Comb,Shoe,Handkerchief,Necklace,obj,Cup,Shirt,Scissors,Button,bw,Book,Bowl,Box,Remote,cartoon,Ball,Bead,Sweater,Pencil,3,5,Mother,5,5,Mother,F,4,"80% Swahili, 20% Luo",,,,,,,,,,,,,2,4,4,4,4,"charcoal, stick",1,2,1,5,0,0,1,1,1,2,1,3
8/29/2024,S75KD,74,6/21/2017,7.194520548,7,M,Joab,10,photo,Comb,Shoe,Chalk,Fork,obj,Cup,Shirt,Scissors,Button,bw,Book,Plate,Basket,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,3,3,Mother,1,1,Mother,F,5,"60% Swahili, 40% Luo",Father ,M,2,"60% Swahili, 40% Luo",,,,,,,,,2,4,2,3,1,none,1,1,1,2,1,3,1,1,1,3,1,5
8/29/2024,S76RT,75,3/10/2017,7.476712329,7,M,Joab,10,photo,Comb,Shoe,Chalk,Spoon,obj,Cup,Shirt,Scissors,Stone,bw,Paper,Bowl,Basket,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,1,1,Mother,F,2,"70% Swahili, 20% English, 10% Luo",Father ,M,1,"40% Swahili, 40% English, 20% Luo",,,,,,,,,4,4,4,4,4,sticks,1,5,1,12,1,4,1,1,1,20,1,3
8/29/2024,S77ED,76,10/16/2017,6.873972603,6,M,Joab,10,photo,Comb,Shoe,Chalk,Necklace,obj,Cup,Shirt,Scissors,Stone,bw,Paper,Plate,Box,Clock,cartoon,Ball,Bead,Sweater,Pencil,6,4,Mother,1,1,Mother,F,4,"80% Swahili, 20% Luo",Father ,M,3,"80% Swahili, 20% Luo",Aunt,F,4,"80% Swahili, 20% Luo",,,,,5,4,4,4,1,none,1,1,1,1,1,1,0,0,0,0,1,2
8/29/2024,S78ZM,77,2/18/2017,7.531506849,7,M,Joab,10,photo,Comb,Shoe,Chalk,Fork,obj,Cup,Shirt,Scissors,Shovel,bw,Book,Bowl,Box,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,4,1,Mother,3,3,Mother,F,4,100% Swahili,Father ,M,2,100% Swahili,,,,,,,,,4,2,4,2,3,bottle,1,6,1,12,1,5,1,1,1,24,1,5
8/29/2024,S79DB,78,7/20/2017,7.115068493,7,M,Joab,10,photo,Comb,Shoe,Chalk,Straw,obj,Cup,Shirt,Scissors,Stick,bw,Paper,Bowl,Box,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,1,1,Mother,F,2,"70% Swahili, 20% English, 10% Luo",Father ,M,1,"40% Swahili, 40% English, 20% Luo",,,,,,,,,4,4,4,4,4,"sticks, bottle caps",1,5,1,12,1,4,1,1,1,20,1,3
8/30/2024,S80DE,79,10/26/2020,3.846575342,3,M,Joab,10,photo,Comb,Shoe,Handkerchief,Necklace,obj,Cup,Shirt,Scissors,Shovel,bw,Paper,Plate,Box,Clock,cartoon,Ball,Bead,Sweater,Pencil,2,3,Mother,5,5,Mother,F,3,"70% Swahili, 15% Luo, 15% English",Father ,M,4,"60% Swahili, 35% Luo, 5% English",,,,,,,,,2,5,4,4,2,"chalk, charcoal",1,5,1,14,1,2,1,1,1,5,1,1
8/30/2024,S81BK,80,8/10/2020,4.057534247,4,M,Joab,10,photo,Comb,Shoe,Handkerchief,Fork,obj,Cup,Eraser,Scissors,Stone,bw,Jeans,Pants,Key,Shorts,cartoon,Ball,Bead,Sweater,Pencil Sharpener,3,5,Mother,1,1,Mother,F,5,100% Swahili,Father,M,3,100% Swahili,,,,,,,,,4,3,4,4,3,"stick, finger, charcoal",1,2,1,7,1,3,0,0,1,4,1,1
8/30/2024,S82SJ,81,1/24/2021,3.6,3,M,Joab,11,photo,Comb,Sock,Crayon,Necklace,obj,Cup,Shirt,Scissors,Stone,bw,Paper,Bowl,Key,Shorts,cartoon,Ball,Toothbrush,Sweater,Pencil,2,4,Aunt,3,5,Mother,F,5,"70% Swahili, 15% Luo, 15% English",Father,M,4,"70% Swahili, 15% Luo, 15% English",Aunt,F,7,"70% Swahili, 15% Luo, 15% English",,,,,3,4,4,4,2,"chalk, charcoal",1,4,1,3,1,4,1,1,1,3,1,1
8/30/2024,S83WT,82,1/24/2018,6.602739726,6,F,Joab,11,photo,Comb,Shoe,Chalk,Fork,obj,Cup,Shirt,Scissors,Button,bw,Paper,Bowl,Box,Dress,cartoon,Ball,Toothbrush,Sweater,Pencil,2,4,Aunt,3,5,Mother,F,5,"70% Swahili, 15% Luo, 15% English",Father,M,4,"70% Swahili, 15% Luo, 15% English",Aunt,F,7,"70% Swahili, 15% Luo, 15% English",,,,,3,4,4,4,2,"chalk, charcoal",1,4,1,3,1,4,1,1,1,3,1,3
8/30/2024,S84CO,83,6/2/2019,5.249315068,5,F,Joab,11,photo,Comb,Shoe,Handkerchief,Necklace,obj,Cup,Shirt,Scissors,Button,bw,Paper,Bowl,Box,Clock,cartoon,Ball,Toothpaste,Sweater,Pencil,2,4,Aunt,3,5,Mother,F,5,"70% Swahili, 15% Luo, 15% English",Father,M,4,"70% Swahili, 15% Luo, 15% English",Aunt,F,7,"70% Swahili, 15% Luo, 15% English",,,,,3,4,4,4,2,"chalk, charcoal",1,4,1,3,1,4,1,1,1,3,1,2
8/30/2024,S85EK,84,8/26/2021,3.01369863,3,F,Joab,11,photo,Comb,Sock,Handkerchief,Fork,obj,Cup,Shirt,Scissors,Stone,bw,Book,Bowl,Key,Remote,cartoon,Ball,Toothpaste,Sweater,Pencil,4,2,Mother,5,5,Mother,F,6,"80% Swahili, 20% Luo",Cousin,F,4,100% Swahili,,,,,,,,,3,2,3,2,2,"chalk, charcoal, stick",1,1,1,12,1,4,1,1,1,1,0,0
8/30/2024,S86TH,85,6/2/2021,3.246575342,3,M,Joab,11,photo,Comb,Shoe,String,Necklace,obj,Cup,Shirt,Scissors,Button,bw,Book,Bowl,Bottle Cap,Clock,cartoon,Ball,Toothbrush,Sweater,Pencil,3,2,Brother,3,4,Mother,F,7,"50% Swahili, 30% Luo, 20% English",Father,M,4,"50% Swahili, 30% Luo, 20% English",Brother,M,7,"50% Swahili, 30% Luo, 20% English",,,,,3,4,5,3,1,none,1,5,1,5,1,7,1,1,1,8,0,0
8/30/2024,S87PA,86,5/4/2021,3.326027397,3,F,Joab,11,photo,Bracelet,Sock,Handkerchief,Fork,obj,Bottle,Hat,Scissors,Stone,bw,Paper,Bowl,Basket,Shorts,cartoon,Ball,Bead,Sweater,Pencil,2,2,Mother,3,3,Mother,F,7,100% Swahili,Father,M,5,100% Swahili,,,,,,,,,4,4,4,3,5,"stick, fingers",1,2,1,6,1,2,1,1,1,2,1,1
8/30/2024,S88AL,87,5/26/2021,3.265753425,3,F,Joab,11,photo,Watch,Shoe,Handkerchief,Necklace,obj,Bottle,Shirt,Scissors,Stone,bw,Book,Bowl,Key,Shorts,cartoon,Ball,Bead,Sweater,Pencil Sharpener,3,4,Mother,1,1,Mother,F,5,"60% Swahili, 40% Luo",Father,M,3,"60% Swahili, 40% Luo",Grandmother,F,1,"60% Swahili, 40% Luo",,,,,3,4,3,3,1,none,1,2,1,4,1,3,1,1,1,2,0,0
8/30/2024,S89SD,88,10/17/2020,3.871232877,3,F,Joab,11,photo,Comb,Shoe,Handkerchief,Necklace,obj,Cup,Shirt,Scissors,Shovel,bw,Paper,Bowl,Box,Clock,cartoon,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,3,3,Mother,F,4,"80% Swahili, 20% Luo",Father,M,1,100% Swahili,,,,,,,,,4,3,4,3,4,"stick, charcoal",1,2,1,6,1,2,1,1,1,7,1,1
8/30/2024,S90PD,89,7/7/2021,3.150684932,3,M,Joab,12,photo,Watch,Shoe,Crayon,Fork,obj,Bottle,Eraser,Scissors,Stone,bw,Book,Pants,Key,Shorts,cartoon,Ball,Bead,Skirt,Pencil Sharpener,2,2,Mother,5,5,Mother,F,4,100% Swahili,Father,M,3,100% Swahili,Aunt,F,5,100% Swahili,,,,,2,4,3,3,2,"bottle cap, stick",1,2,1,5,1,2,1,1,1,4,1,1
8/30/2024,S92WA,90,8/8/2021,3.063013699,3,M,Joab,12,photo,Comb,Shoe,Handkerchief,Necklace,obj,Cup,Shirt,Scissors,Stick,bw,Jeans,Scarf,Box,Shorts,cartoon,Ball,Bead,Sweater,Pencil,2,2,Mother,3,3,Mother,F,12,100% Swahili,Father,M,2,100% Swahili,,,,,,,,,2,3,2,3,1,none,1,1,1,4,1,3,1,1,1,2,1,2
8/30/2024,S93JO,91,3/3/2021,3.495890411,3,M,Joab,12,photo,Comb,Shoe,Crayon,Spoon,obj,Cup,Shirt,Knife,Stone,bw,Paper,Plate,Box,Remote,cartoon,Ball,Toothbrush,Sweater,Pencil,2,5,Mother,1,1,Mother,F,8,"90% Swahili, 10% Luo",Father,M,2,100% Swahili,,,,,,,,,3,4,5,2,3,charcoal,1,1,1,3,1,2,0,0,1,2,0,0
8/30/2024,S94EB,92,7/10/2021,3.142465753,3,M,Joab,12,photo,Watch,Shoe,Handkerchief,Necklace,obj,Bottle,Eraser,Scissors,Stick,bw,Book,Scarf,Key,Clock,cartoon,Ball,Bead,Skirt,Pencil,6,2,Mother,3,3,Mother,F,10,"95% Swahili, 5% English",Nanny,F,10,100% Swahili,Aunt,F,2,"95% Swahili, 5% English",,,,,4,4,5,3,1,none,1,7,1,48,1,3,1,2,1,6,1,1
8/30/2024,S95EH,93,11/22/2020,3.77260274,3,M,Joab,12,photo,Watch,Shoe,Crayon,Fork,obj,Bottle,Eraser,Scissors,Stone,bw,Coat,Bowl,Bottle Cap,Clock,cartoon,Ball,Bead,Sweater,Pencil,5,5,Aunt,3,1,Aunt,F,8,100% Swahili,Mother,F,3,100% Swahili,Grandmother,F,2,100% Swahili,,,,,3,4,5,2,2,"stick, charcoal",1,1,1,4,1,4,1,1,1,3,0,0
8/30/2024,S96JB,94,3/22/2021,3.443835616,3,F,Joab,12,photo,Comb,Shoe,Chalk,Necklace,obj,Cup,Shirt,Scissors,Stick,bw,Book,Bowl,Box,Clock,cartoon,Ball,Bead,Sweater,Pencil Sharpener,3,5,Mother,5,5,Mother,F,5,"90% Swahili, 10% Luo",,,,,,,,,,,,,3,4,4,4,4,"stick, charcoal",1,3,1,10,0,0,1,1,1,3,1,1
8/30/2024,S97JD,95,2/12/2021,3.547945205,3,M,Joab,12,photo,Comb,Shoe,Crayon,Necklace,obj,Bottle,Eraser,Knife,Stone,bw,Jeans,Scarf,Box,Dress,cartoon,Ball,Toothpaste,Sweater,Pencil Sharpener,4,2,Mother,3,3,Mother,F,8,"70% Swahili, 30% Luo",Father,M,2,100% Swahili,,,,,,,,,3,3,4,3,3,"stick, charcoal, bottle",1,4,1,16,1,2,0,0,1,1,0,0
8/30/2024,S98AA,96,11/3/2019,4.82739726,4,F,Joab,12,photo,Brush,Shoe,Handkerchief,Necklace,obj,Cup,Shirt,Scissors,Stick,bw,Paper,Bowl,Basket,Remote,cartoon,Ball,Toothbrush,Toilet Paper,Pencil,2,2,Mother,5,5,Mother,F,7,"80% Swahili, 20% Luo",Father,M,2,"90% Swahili, 10% Luo",,,,,,,,,3,4,4,3,3,"stick, charcoal, chalk",1,5,1,24,1,4,1,1,1,10,1,2
8/30/2024,S99TV,97,2/24/2020,4.517808219,4,F,Joab,13,cartoon,Comb,Shoe,Crayon,Fork,photo,Cup,Shirt,Scissors,Stone,obj,Book,Plate,Box,Shorts,bw,Ball,Bead,Sweater,Pencil,2,3,Mother,1,1,Mother,F,5,"70% Luo, 30% Swahili",,,,,,,,,,,,,3,4,5,3,3,"stick, charcoal",1,2,1,17,1,2,1,1,1,7,1,1
8/30/2024,A1SE,98,10/6/2020,3.901369863,3,M,Joab,13,cartoon,Comb,Shoe,Handkerchief,Straw,photo,Cup,Shirt,Scissors,Shovel,obj,Paper,Plate,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,3,3,Mother,F,4,"70% Swahili, 20% Luo, 10% English",Father,M,2,"80% Swahili, 20% Luo",Grandmother,F,4,"80% Luo, 20% Swahili",,,,,3,4,4,5,1,none,1,5,1,30,1,6,1,1,1,10,1,1
8/30/2024,A2SK,99,11/19/2019,4.783561644,4,F,Joab,13,cartoon,Comb,Shoe,Handkerchief,Necklace,photo,Cup,Shirt,Scissors,Stone,obj,Book,Plate,Box,Shorts,bw,Ball,Toothbrush,Sweater,Pencil,2,3,Aunt,3,3,Aunt,F,4,"70% Swahili, 20% Luo, 10% English",Grandmother,F,2,"80% Luo, 20% Swahili",Uncle,M,4,"80% Swahili, 20% Luo",,,,,3,4,4,5,1,none,1,5,1,30,1,6,1,1,1,10,1,1
8/30/2024,A3ML,100,9/19/2019,4.950684932,4,F,Joab,13,cartoon,Comb,Shoe,String,Straw,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Plate,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,2,3,Mother,3,3,Mother,F,4,"70% Swahili, 20% Luo, 10% English",Father,M,2,"80% Swahili, 20% Luo",Grandmother,F,4,"80% Luo, 20% Swahili",,,,,3,4,4,5,1,none,1,5,1,30,1,6,1,1,1,10,1,1
8/30/2024,A4CA,101,7/13/2021,3.134246575,3,F,Joab,13,cartoon,Comb,Shoe,Handkerchief,Fork,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Plate,Basket,Shorts,bw,Ball,Mirror,Sweater,Pencil,3,3,Mother,1,1,Mother,F,6,"70% Swahili, 30% Luo",,,,,,,,,,,,,4,3,5,4,4,"charcoal, stick",1,3,1,16,1,1,1,1,1,6,1,1
9/2/2024,A1SA,102,6/3/2018,6.254794521,6,F,Joab,13,cartoon,Comb,Sock,Handkerchief,Necklace,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Basket,Clock,bw,Ball,Mirror,Sweater,Pencil,2,3,Mother,5,5,Mother,F,8,"80% Swahili, 15% English, 5% Luo",Father,M,3,"80% Swahili, 15% English, 5% Luo",,,,,,,,,4,4,4,4,3,"charcoal, stick",1,2,1,10,1,3,1,1,1,6,1,3
9/2/2024,A2ZS,103,9/27/2020,3.934246575,3,M,Joab,13,cartoon,Comb,Shoe,Crayon,Spoon,photo,Bottle,Shirt,Scissors,Button,obj,Book,Plate,Box,Shorts,bw,Earring,Mirror,Sweater,Pencil,3,2,Father,7,5,Mother,F,7,"40% Swahili, 40% English, 20% Luo",Father,M,4,"40% Swahili, 40% English, 20% Luo",Nanny,F,7,"80% Swahili, 20% English",Aunt,F,7,"70% Swahili, 20% English, 10% Luo",4,4,5,3,1,none,1,5,1,36,1,7,0,0,1,50,1,2
9/2/2024,A3PR,104,8/1/2021,3.090410959,3,M,Joab,13,cartoon,Bracelet,Sock,Crayon,Fork,photo,Bottle,Shirt,Scissors,Stone,obj,Book,Plate,Basket,Remote,bw,Ball,Toothbrush,Glasses,Pencil,4,2,Mother,5,5,Mother,F,5,"80% Swahili, 20% Luo",Grandmother,F,2,"80% Swahili, 20% Luo",,,,,,,,,4,2,4,4,1,none,1,4,1,5,1,6,1,1,1,20,1,1
9/2/2024,A4HZ,105,7/7/2018,6.161643836,6,M,Joab,14,cartoon,Comb,Shoe,String,Necklace,photo,Cup,Shirt,Scissors,Button,obj,Book,Plate,Basket,Clock,bw,Ball,Toothbrush,Sweater,Pencil,3,4,Mother,1,1,Mother,F,6,"80% Swahili, 20% Luo",Uncle,M,4,100% Swahili,Father,M,3,"80% Swahili, 20% Luo",,,,,4,3,4,3,2,stick,1,3,1,3,1,4,1,1,1,2,1,3
9/2/2024,A5MB,106,3/31/2018,6.430136986,6,F,Joab,14,cartoon,Comb,Shoe,Handkerchief,Fork,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Bowl,Basket,Remote,bw,Ball,Toothbrush,Sweater,Pencil,5,2,Mother,3,3,Mother,F,8,"80% Swahili, 20% Luo",Father,M,4,"80% Luo, 20% Swahili",Sister,F,8,"80% Swahili, 20% Luo",,,,,3,3,4,5,2,watercolors,1,4,1,24,1,3,0,0,1,10,1,6
9/2/2024,A6TE,107,6/10/2018,6.235616438,6,F,Joab,14,cartoon,Comb,Shoe,Crayon,Spoon,photo,Cup,Shirt,Scissors,Stone,obj,Book,Bowl,Basket,Clock,bw,Ball,Mirror,Sweater,Pencil,2,2,Mother,1,1,Mother,F,8,"80% Swahili, 20% Luo",Father,M,6,"80% Swahili, 20% Luo",,,,,,,,,4,4,4,5,1,none,1,10,1,20,1,2,1,1,1,5,1,3
9/2/2024,A7PJ,108,9/11/2017,6.980821918,6,M,Joab,14,cartoon,Comb,Shoe,Crayon,Necklace,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,2,2,Mother,3,3,Mother,F,6,"70% Swahili, 30% English",Father,M,3,"80% Swahili, 20% Luo",,,,,,,,,4,4,5,5,3,"chalk, watercolors",1,3,1,5,1,2,1,1,1,2,1,6
9/2/2024,A9EM,109,3/7/2018,6.495890411,6,M,Joab,14,cartoon,Comb,Shoe,Chalk,Straw,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Bowl,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,2,2,Mother,1,1,Mother,F,4,100% Swahili,,,,,,,,,,,,,3,2,4,3,3,charcoal,1,1,1,16,1,2,1,1,1,20,1,4
9/2/2024,A10SL,110,8/27/2018,6.021917808,6,M,Joab,14,cartoon,Comb,Shoe,Handkerchief,Necklace,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Plate,Box,Clock,bw,Ball,Mirror,Sweater,Pencil,2,3,Mother,5,5,Mother,F,4,"60% Luo, 40% Swahili",Father,M,2,100% Luo,,,,,,,,,3,3,4,3,3,"stick, charcoal, chalk",1,3,1,14,1,2,1,1,1,5,1,4
9/2/2024,A11NS,111,11/24/2017,6.778082192,6,F,Joab,14,cartoon,Comb,Shoe,Handkerchief,Fork,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,3,1,Mother,3,3,Mother,F,8,"80% Swahili, 10% English, 10% Luo",Grandmother,F,8,"70% Swahili, 30% Luo",,,,,,,,,3,3,4,4,2,"stick, stone, finger",1,3,1,5,1,4,1,1,1,3,1,3
9/2/2024,A12TJ,112,1/20/2018,6.621917808,6,M,Joab,14,cartoon,Comb,Shoe,Chalk,Necklace,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,2,5,Mother,3,3,Mother,F,4,"80% Swahili, 20% Luo",Father,M,2,100% Swahili,,,,,,,,,3,3,4,5,5,"stick, charcoal",1,2,1,3,1,2,1,1,1,1,1,6
