,accuracy,condition,child,target_word,age,Unnamed: 0,Target,Near Distractor,Random 1,Random 2,aoa,response,response_type
546,1,bw,42,shirt,4.391780822,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
547,1,bw,43,shirt,4.391780822,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
548,1,bw,44,shirt,4.835616438,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
549,1,bw,45,shirt,4.043835616,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
550,1,bw,46,shirt,4.797260274,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
551,1,bw,47,shirt,4.153424658,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
552,1,bw,48,shirt,4.454794521,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
553,1,bw,49,shirt,4.610958904,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
554,1,bw,50,shirt,4.024657534,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
555,1,bw,51,shirt,4.994520548,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
556,1,bw,52,shirt,4.44109589,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
557,1,bw,53,shirt,4.290410959,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
558,1,bw,54,shirt,7.673972603,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
559,1,bw,55,shirt,7.928767123,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
560,1,bw,56,shirt,7.98,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
561,1,bw,57,shirt,7.926027397,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
562,1,bw,58,shirt,7.99,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
563,1,bw,59,shirt,6.101369863,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
564,1,bw,60,shirt,6.430136986,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
565,1,bw,61,shirt,6.575342466,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
566,1,bw,62,shirt,5.871232877,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
567,1,bw,63,shirt,7.717808219,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
568,1,bw,64,shirt,7.728767123,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
569,1,obj,65,shirt,7.873972603,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
570,1,obj,66,shirt,7.350684932,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
571,1,obj,67,shirt,6.928767123,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
572,1,obj,68,shirt,7.504109589,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
573,1,obj,69,shirt,7.479452055,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
574,1,obj,70,shirt,7.164383562,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
575,1,obj,71,shirt,5.287671233,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
576,1,obj,72,shirt,7.301369863,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
577,1,obj,73,shirt,7.128767123,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
578,1,obj,74,shirt,7.194520548,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
579,1,obj,75,shirt,7.476712329,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
580,1,obj,76,shirt,6.873972603,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
581,1,obj,77,shirt,7.531506849,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
582,1,obj,78,shirt,7.115068493,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
583,1,obj,79,shirt,3.846575342,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
584,0,obj,80,shirt,4.057534247,5,shirt,hat,eraser,bucket,27.07115394207143,eraser,Random
585,1,obj,81,shirt,3.6,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
586,1,obj,82,shirt,6.602739726,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
587,1,obj,83,shirt,5.249315068,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
588,1,obj,84,shirt,3.01369863,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
589,1,obj,85,shirt,3.246575342,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
590,0,obj,86,shirt,3.326027397,5,shirt,hat,eraser,bucket,27.07115394207143,hat,Near Distractor
591,1,obj,87,shirt,3.265753425,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
592,1,obj,88,shirt,3.871232877,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
593,0,obj,89,shirt,3.150684932,5,shirt,hat,eraser,bucket,27.07115394207143,eraser,Random
594,1,obj,90,shirt,3.063013699,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
595,1,obj,91,shirt,3.495890411,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
596,0,obj,92,shirt,3.142465753,5,shirt,hat,eraser,bucket,27.07115394207143,eraser,Random
597,0,obj,93,shirt,3.77260274,5,shirt,hat,eraser,bucket,27.07115394207143,eraser,Random
598,1,obj,94,shirt,3.443835616,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
599,0,obj,95,shirt,3.547945205,5,shirt,hat,eraser,bucket,27.07115394207143,eraser,Random
600,1,obj,96,shirt,4.82739726,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
601,1,photo,97,shirt,4.517808219,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
602,1,photo,98,shirt,3.901369863,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
603,1,photo,99,shirt,4.783561644,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
604,1,photo,100,shirt,4.950684932,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
605,1,photo,101,shirt,3.134246575,5,shirt,hat,eraser,bucket,27.07115394207143,shirt,Target
606,1,cartoon,1,scissors,6.854794521,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
607,1,cartoon,2,scissors,6.82739726,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
608,1,cartoon,3,scissors,7.150684932,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
609,1,cartoon,4,scissors,6.852054795,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
610,1,cartoon,5,scissors,7.24109589,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
611,1,cartoon,6,scissors,4.235616438,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
612,1,cartoon,7,scissors,3.117808219,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
613,1,cartoon,8,scissors,5.854794521,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
614,1,cartoon,9,scissors,4.268493151,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
615,1,cartoon,10,scissors,5.106849315,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
616,1,cartoon,11,scissors,5.109589041,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
617,1,cartoon,12,scissors,5.276712329,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
618,1,cartoon,13,scissors,5.630136986,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
619,1,cartoon,14,scissors,5.178082192,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
620,1,cartoon,15,scissors,5.969863014,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
621,1,cartoon,16,scissors,5.452054795,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
622,1,cartoon,17,scissors,5.252054795,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
623,1,cartoon,18,scissors,5.21369863,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
624,1,cartoon,19,scissors,5.778082192,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
625,1,cartoon,20,scissors,5.117808219,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
626,1,cartoon,21,scissors,5.361643836,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
627,1,cartoon,22,scissors,5.287671233,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
628,1,cartoon,23,scissors,5.060273973,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
629,1,cartoon,24,scissors,5.657534247,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
630,1,cartoon,25,scissors,5.97260274,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
631,1,cartoon,26,scissors,5.676712329,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
632,1,cartoon,27,scissors,5.531506849,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
633,1,cartoon,28,scissors,5.64109589,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
634,1,cartoon,29,scissors,3.994520548,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
635,1,cartoon,30,scissors,5.6,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
636,1,cartoon,31,scissors,5.591780822,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
637,1,cartoon,32,scissors,5.115068493,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
638,1,bw,33,scissors,4.682191781,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
639,1,bw,34,scissors,5.246575342,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
640,1,bw,35,scissors,3.983561644,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
641,1,bw,36,scissors,4.775342466,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
642,1,bw,37,scissors,4.279452055,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
643,1,bw,38,scissors,4.208219178,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
644,1,bw,39,scissors,4.263013699,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
645,1,bw,40,scissors,4.78630137,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
646,0,bw,41,scissors,3.978082192,6,scissors,knife,bag,bib,29.771761397494483,knife,Near Distractor
647,1,bw,42,scissors,4.391780822,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
648,0,bw,43,scissors,4.391780822,6,scissors,knife,bag,bib,29.771761397494483,knife,Near Distractor
649,1,bw,44,scissors,4.835616438,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
650,1,bw,45,scissors,4.043835616,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
651,1,bw,46,scissors,4.797260274,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
652,0,bw,47,scissors,4.153424658,6,scissors,knife,bag,bib,29.771761397494483,knife,Near Distractor
653,1,bw,48,scissors,4.454794521,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
654,1,bw,49,scissors,4.610958904,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
655,1,bw,50,scissors,4.024657534,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
656,1,bw,51,scissors,4.994520548,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
657,1,bw,52,scissors,4.44109589,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
658,1,bw,53,scissors,4.290410959,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
659,1,bw,54,scissors,7.673972603,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
660,1,bw,55,scissors,7.928767123,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
661,1,bw,56,scissors,7.98,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
662,1,bw,57,scissors,7.926027397,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
663,1,bw,58,scissors,7.99,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
664,1,bw,59,scissors,6.101369863,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
665,1,bw,60,scissors,6.430136986,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
666,1,bw,61,scissors,6.575342466,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
667,1,bw,62,scissors,5.871232877,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
668,1,bw,63,scissors,7.717808219,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
669,1,bw,64,scissors,7.728767123,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
670,1,obj,65,scissors,7.873972603,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
671,1,obj,66,scissors,7.350684932,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
672,1,obj,67,scissors,6.928767123,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
673,1,obj,68,scissors,7.504109589,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
674,1,obj,69,scissors,7.479452055,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
675,1,obj,70,scissors,7.164383562,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
676,1,obj,71,scissors,5.287671233,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
677,1,obj,72,scissors,7.301369863,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
678,1,obj,73,scissors,7.128767123,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
679,1,obj,74,scissors,7.194520548,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
680,1,obj,75,scissors,7.476712329,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
681,1,obj,76,scissors,6.873972603,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
682,1,obj,77,scissors,7.531506849,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
683,1,obj,78,scissors,7.115068493,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
684,1,obj,79,scissors,3.846575342,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
685,1,obj,80,scissors,4.057534247,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
686,1,obj,81,scissors,3.6,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
687,1,obj,82,scissors,6.602739726,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
688,1,obj,83,scissors,5.249315068,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
689,1,obj,84,scissors,3.01369863,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
690,1,obj,85,scissors,3.246575342,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
691,1,obj,86,scissors,3.326027397,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
692,1,obj,87,scissors,3.265753425,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
693,1,obj,88,scissors,3.871232877,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
694,1,obj,89,scissors,3.150684932,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
695,1,obj,90,scissors,3.063013699,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
696,0,obj,91,scissors,3.495890411,6,scissors,knife,bag,bib,29.771761397494483,knife,Near Distractor
697,1,obj,92,scissors,3.142465753,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
698,1,obj,93,scissors,3.77260274,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
699,1,obj,94,scissors,3.443835616,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
700,0,obj,95,scissors,3.547945205,6,scissors,knife,bag,bib,29.771761397494483,knife,Near Distractor
701,1,obj,96,scissors,4.82739726,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
702,1,photo,97,scissors,4.517808219,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
703,1,photo,98,scissors,3.901369863,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
704,1,photo,99,scissors,4.783561644,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
705,1,photo,100,scissors,4.950684932,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
706,1,photo,101,scissors,3.134246575,6,scissors,knife,bag,bib,29.771761397494483,scissors,Target
707,1,cartoon,1,button,6.854794521,7,button,stone,stick,shovel,31.754578878000576,button,Target
708,1,cartoon,2,button,6.82739726,7,button,stone,stick,shovel,31.754578878000576,button,Target
709,1,cartoon,3,button,7.150684932,7,button,stone,stick,shovel,31.754578878000576,button,Target
710,0,cartoon,4,button,6.852054795,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
711,1,cartoon,5,button,7.24109589,7,button,stone,stick,shovel,31.754578878000576,button,Target
712,0,cartoon,6,button,4.235616438,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
713,0,cartoon,7,button,3.117808219,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
714,0,cartoon,8,button,5.854794521,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
715,0,cartoon,9,button,4.268493151,7,button,stone,stick,shovel,31.754578878000576,stick,Random
716,1,cartoon,10,button,5.106849315,7,button,stone,stick,shovel,31.754578878000576,button,Target
717,0,cartoon,11,button,5.109589041,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
718,0,cartoon,12,button,5.276712329,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
719,1,cartoon,13,button,5.630136986,7,button,stone,stick,shovel,31.754578878000576,button,Target
720,0,cartoon,14,button,5.178082192,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
721,0,cartoon,15,button,5.969863014,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
722,1,cartoon,16,button,5.452054795,7,button,stone,stick,shovel,31.754578878000576,button,Target
723,0,cartoon,17,button,5.252054795,7,button,stone,stick,shovel,31.754578878000576,stick,Random
724,1,cartoon,18,button,5.21369863,7,button,stone,stick,shovel,31.754578878000576,button,Target
725,0,cartoon,19,button,5.778082192,7,button,stone,stick,shovel,31.754578878000576,stick,Random
726,0,cartoon,20,button,5.117808219,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
727,1,cartoon,21,button,5.361643836,7,button,stone,stick,shovel,31.754578878000576,button,Target
728,0,cartoon,22,button,5.287671233,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
729,0,cartoon,23,button,5.060273973,7,button,stone,stick,shovel,31.754578878000576,stick,Random
730,0,cartoon,24,button,5.657534247,7,button,stone,stick,shovel,31.754578878000576,stick,Random
731,0,cartoon,25,button,5.97260274,7,button,stone,stick,shovel,31.754578878000576,stick,Random
732,1,cartoon,26,button,5.676712329,7,button,stone,stick,shovel,31.754578878000576,button,Target
733,0,cartoon,27,button,5.531506849,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
734,0,cartoon,28,button,5.64109589,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
735,0,cartoon,29,button,3.994520548,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
736,1,cartoon,30,button,5.6,7,button,stone,stick,shovel,31.754578878000576,button,Target
737,1,cartoon,31,button,5.591780822,7,button,stone,stick,shovel,31.754578878000576,button,Target
738,0,cartoon,32,button,5.115068493,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
739,0,bw,33,button,4.682191781,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
740,0,bw,34,button,5.246575342,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
741,0,bw,35,button,3.983561644,7,button,stone,stick,shovel,31.754578878000576,stick,Random
742,0,bw,36,button,4.775342466,7,button,stone,stick,shovel,31.754578878000576,stick,Random
743,0,bw,37,button,4.279452055,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
744,0,bw,38,button,4.208219178,7,button,stone,stick,shovel,31.754578878000576,stick,Random
745,0,bw,39,button,4.263013699,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
746,0,bw,40,button,4.78630137,7,button,stone,stick,shovel,31.754578878000576,stick,Random
747,0,bw,41,button,3.978082192,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
748,0,bw,42,button,4.391780822,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
749,0,bw,43,button,4.391780822,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
750,0,bw,44,button,4.835616438,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
751,0,bw,45,button,4.043835616,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
752,0,bw,46,button,4.797260274,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
753,0,bw,47,button,4.153424658,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
754,0,bw,48,button,4.454794521,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
755,0,bw,49,button,4.610958904,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
756,0,bw,50,button,4.024657534,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
757,1,bw,51,button,4.994520548,7,button,stone,stick,shovel,31.754578878000576,button,Target
758,0,bw,52,button,4.44109589,7,button,stone,stick,shovel,31.754578878000576,stick,Random
759,0,bw,53,button,4.290410959,7,button,stone,stick,shovel,31.754578878000576,stick,Random
760,1,bw,54,button,7.673972603,7,button,stone,stick,shovel,31.754578878000576,button,Target
761,0,bw,55,button,7.928767123,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
762,1,bw,56,button,7.98,7,button,stone,stick,shovel,31.754578878000576,button,Target
763,0,bw,57,button,7.926027397,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
764,0,bw,58,button,7.99,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
765,0,bw,59,button,6.101369863,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
766,1,bw,60,button,6.430136986,7,button,stone,stick,shovel,31.754578878000576,button,Target
767,0,bw,61,button,6.575342466,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
768,1,bw,62,button,5.871232877,7,button,stone,stick,shovel,31.754578878000576,button,Target
769,0,bw,63,button,7.717808219,7,button,stone,stick,shovel,31.754578878000576,stick,Random
770,0,bw,64,button,7.728767123,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
771,1,obj,65,button,7.873972603,7,button,stone,stick,shovel,31.754578878000576,button,Target
772,1,obj,66,button,7.350684932,7,button,stone,stick,shovel,31.754578878000576,button,Target
773,1,obj,67,button,6.928767123,7,button,stone,stick,shovel,31.754578878000576,button,Target
774,1,obj,68,button,7.504109589,7,button,stone,stick,shovel,31.754578878000576,button,Target
775,1,obj,69,button,7.479452055,7,button,stone,stick,shovel,31.754578878000576,button,Target
776,1,obj,70,button,7.164383562,7,button,stone,stick,shovel,31.754578878000576,button,Target
777,0,obj,71,button,5.287671233,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
778,1,obj,72,button,7.301369863,7,button,stone,stick,shovel,31.754578878000576,button,Target
779,1,obj,73,button,7.128767123,7,button,stone,stick,shovel,31.754578878000576,button,Target
780,1,obj,74,button,7.194520548,7,button,stone,stick,shovel,31.754578878000576,button,Target
781,0,obj,75,button,7.476712329,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
782,0,obj,76,button,6.873972603,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
783,0,obj,77,button,7.531506849,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
784,0,obj,78,button,7.115068493,7,button,stone,stick,shovel,31.754578878000576,stick,Random
785,0,obj,79,button,3.846575342,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
786,0,obj,80,button,4.057534247,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
787,0,obj,81,button,3.6,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
788,1,obj,82,button,6.602739726,7,button,stone,stick,shovel,31.754578878000576,button,Target
789,1,obj,83,button,5.249315068,7,button,stone,stick,shovel,31.754578878000576,button,Target
790,0,obj,84,button,3.01369863,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
791,1,obj,85,button,3.246575342,7,button,stone,stick,shovel,31.754578878000576,button,Target
792,0,obj,86,button,3.326027397,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
793,0,obj,87,button,3.265753425,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
794,0,obj,88,button,3.871232877,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
795,0,obj,89,button,3.150684932,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
796,0,obj,90,button,3.063013699,7,button,stone,stick,shovel,31.754578878000576,stick,Random
797,0,obj,91,button,3.495890411,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
798,0,obj,92,button,3.142465753,7,button,stone,stick,shovel,31.754578878000576,stick,Random
799,0,obj,93,button,3.77260274,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
800,0,obj,94,button,3.443835616,7,button,stone,stick,shovel,31.754578878000576,stick,Random
801,0,obj,95,button,3.547945205,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
802,0,obj,96,button,4.82739726,7,button,stone,stick,shovel,31.754578878000576,stick,Random
803,0,photo,97,button,4.517808219,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
804,0,photo,98,button,3.901369863,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
805,0,photo,99,button,4.783561644,7,button,stone,stick,shovel,31.754578878000576,stone,Near Distractor
806,0,photo,100,button,4.950684932,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
807,0,photo,101,button,3.134246575,7,button,stone,stick,shovel,31.754578878000576,shovel,Random
808,1,photo,1,book,6.854794521,8,book,paper,jeans,coat,22.182314070136787,book,Target
809,1,photo,2,book,6.82739726,8,book,paper,jeans,coat,22.182314070136787,book,Target
810,1,photo,3,book,7.150684932,8,book,paper,jeans,coat,22.182314070136787,book,Target
811,1,photo,4,book,6.852054795,8,book,paper,jeans,coat,22.182314070136787,book,Target
812,1,photo,5,book,7.24109589,8,book,paper,jeans,coat,22.182314070136787,book,Target
813,1,photo,6,book,4.235616438,8,book,paper,jeans,coat,22.182314070136787,book,Target
814,1,photo,7,book,3.117808219,8,book,paper,jeans,coat,22.182314070136787,book,Target
815,1,photo,8,book,5.854794521,8,book,paper,jeans,coat,22.182314070136787,book,Target
816,1,photo,9,book,4.268493151,8,book,paper,jeans,coat,22.182314070136787,book,Target
817,1,photo,10,book,5.106849315,8,book,paper,jeans,coat,22.182314070136787,book,Target
818,0,photo,11,book,5.109589041,8,book,paper,jeans,coat,22.182314070136787,paper,Near Distractor
819,0,photo,12,book,5.276712329,8,book,paper,jeans,coat,22.182314070136787,paper,Near Distractor
820,1,photo,13,book,5.630136986,8,book,paper,jeans,coat,22.182314070136787,book,Target
821,1,photo,14,book,5.178082192,8,book,paper,jeans,coat,22.182314070136787,book,Target
822,1,photo,15,book,5.969863014,8,book,paper,jeans,coat,22.182314070136787,book,Target
823,1,photo,16,book,5.452054795,8,book,paper,jeans,coat,22.182314070136787,book,Target
824,1,photo,17,book,5.252054795,8,book,paper,jeans,coat,22.182314070136787,book,Target
825,0,photo,18,book,5.21369863,8,book,paper,jeans,coat,22.182314070136787,paper,Near Distractor
826,1,photo,19,book,5.778082192,8,book,paper,jeans,coat,22.182314070136787,book,Target
827,1,photo,20,book,5.117808219,8,book,paper,jeans,coat,22.182314070136787,book,Target
828,1,photo,21,book,5.361643836,8,book,paper,jeans,coat,22.182314070136787,book,Target
829,0,photo,22,book,5.287671233,8,book,paper,jeans,coat,22.182314070136787,paper,Near Distractor
830,1,photo,23,book,5.060273973,8,book,paper,jeans,coat,22.182314070136787,book,Target
831,1,photo,24,book,5.657534247,8,book,paper,jeans,coat,22.182314070136787,book,Target
832,1,photo,25,book,5.97260274,8,book,paper,jeans,coat,22.182314070136787,book,Target
833,1,photo,26,book,5.676712329,8,book,paper,jeans,coat,22.182314070136787,book,Target
